# Wordlist

# DATA
ID	ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	BORROWING	NOTE	SOURCE
85		m a s - i	1746	PARTNERSHIP	Apuri	masi		m a s i	masi			shimelman2017
474		m a s - i	1746	PARTNERSHIP	Cacra-Hongos	masi		m a s i	masi			shimelman2017
553		m a s - i	1746	PARTNERSHIP	Cajamarca	masi		m a s i	masi			quesada2006
1166		m a s - i	1746	PARTNERSHIP	Huangascar	masi		m a s i	masi			shimelman2017
1484		m a s - i	1746	PARTNERSHIP	Lincha-Tana	masi		m a s i	masi			shimelman2017
1576		m a - j i	1746	PARTNERSHIP	Pacaraos	mayi		m a j i	mayi		markamayi, paisano	adelaar1987
1810		m a s - i	1746	PARTNERSHIP	SanPedro	masi		m a s i	masi			shimelman2017
1917		m a s - i	1746	PARTNERSHIP	Santiagueno	masi		m a s i	masi		Nominal lexeme, not a suffix	juanatey2020
2005		m a j - i	1746	PARTNERSHIP	Tarma	mayi		m a j i	mayi			adelaar1977
2283		m a s i		PARTNERSHIP	Apurimac	masi		m a s i	masi			camacho2006
2287		m a s i		PARTNERSHIP	Huallaga	masi		m a s i	masi			
#
762		ɾ q a	1756	PASSIVE	Cuzco	rqa		ɾ q a	rqa		ra	cusihuaman1976
#
86		k a -	1758	PASSIVE ACCIDENTAL	Apuri	ka		k a	ka			shimelman2017
475		k a -	1758	PASSIVE ACCIDENTAL	Cacra-Hongos	ka		k a	ka			shimelman2017
846		k a -	1758	PASSIVE ACCIDENTAL	Ferrenafe	ka		k a	ka			taylor1982
962		k aː -	1758	PASSIVE ACCIDENTAL	Huallaga	kaː		k aː	kaː, raː		El sufijo /-ra:/ es de uso más restringido porque está vinculado con un sentido aspectual. (durativo)	weber1996
963		ʐ aː	1759	PASSIVE ACCIDENTAL	Huallaga	raː		ʐ aː	kaː, raː		El sufijo /-ra:/ es de uso más restringido porque está vinculado con un sentido aspectual. (durativo)	weber1996
1167		k a -	1758	PASSIVE ACCIDENTAL	Huangascar	ka		k a	ka			shimelman2017
1255		k aː -	1758	PASSIVE ACCIDENTAL	HuarazHuailas	kaa		k aː	kaa		Reflexivizador	parker1976
1485		k a -	1758	PASSIVE ACCIDENTAL	Lincha-Tana	ka		k a	ka			shimelman2017
1577		k aː	1758	PASSIVE ACCIDENTAL	Pacaraos	kaa		k aː	kaa			adelaar1987
1811		k a -	1758	PASSIVE ACCIDENTAL	SanPedro	ka		k a	ka			shimelman2017
2006		k a -	1758	PASSIVE ACCIDENTAL	Tarma	ka		k a	ka			adelaar1977
2105		k a		PASSIVE ACCIDENTAL	Cajamarca	ka		k a				
#
87		ɾ q a	1770	PAST TENSE	Apuri	rqa		ɾ q a	rqa			shimelman2017
195		r q a	1770	PAST TENSE	Apurimac	rqa		r q a	rqa			camacho2006
292		ɾ χ a	1770	PAST TENSE	Ayacucho	rqa		ɾ χ a	rqa			parker1969
368		ɾ q a	1770	PAST TENSE	Azuay	rqa		ɾ q a	rqa			cordero1955
476		l q a	1770	PAST TENSE	Cacra-Hongos	lqa		l q a	lqa			shimelman2017
554		ɾ χ a	1770	PAST TENSE	Cajamarca	rqa		ɾ χ a	rqa, ra			quesada2006
555		ɾ - a	1770	PAST TENSE	Cajamarca	ra		ɾ a	rqa, ra			quesada2006
614		r k a	1770	PAST TENSE	Chachapoyas	rka		r k a	rka			taylor1979
675		r k a	1770	PAST TENSE	Chimborazo	rka		r k a	rka			beukema1975
847		ɾ - a	1770	PAST TENSE	Ferrenafe	ra		ɾ a	ra		pasado pretérito	
964		ʐ a	1770	PAST TENSE	Huallaga	ra		ʐ a	ra			weber1996
1058		l q a	1770	PAST TENSE	Huanca	lqa		l q a	lqa			cerron1976
1168		ɾ q a	1770	PAST TENSE	Huangascar	rqa		ɾ q a	rqa			shimelman2017
1256		ɾ q a	1770	PAST TENSE	HuarazHuailas	rqa		ɾ q a	rqa			parker1976
1257		ɾ q u	1770	PAST TENSE	HuarazHuailas	rqu		ɾ q u	rqu			parker1976
1328		r q a	1770	PAST TENSE	Inga	rqa		r q a	rqa			tandioy1978
1390		ɾ q u	1770	PAST TENSE	Laraos	rqu		ɾ q u	rqu		INSTANTANEOUS	taylor1990
1486		ɾ q a	1770	PAST TENSE	Lincha-Tana	rqa		ɾ q a	rqa			shimelman2017
1578		ɾ q a	1770	PAST TENSE	Pacaraos	rqa		ɾ q a	rqa			adelaar1987
1579		ɾ q u	1770	PAST TENSE	Pacaraos	rqu		ɾ q u	rqu			adelaar1987
1643		ɾ k a	1770	PAST TENSE	Pastaza	rka		ɾ k a	rka			landerman1973
1712		r k a	1770	PAST TENSE	SanMartin	rka		r k a	rka			coombs1976
1812		ɾ q a	1770	PAST TENSE	SanPedro	rqa		ɾ q a	rqa			shimelman2017
1918		ɾ - a	1770	PAST TENSE	Santiagueno	ra		ɾ a	ra		only for first hand evidence	juanatey2020
2007		ɾ - a	1770	PAST TENSE	Tarma	ra		ɾ a	ra			adelaar1977
2211		r k a		PAST TENSE	Imbabura	rka		r k a				cole1985
2255		r q a	1770	PAST TENSE	Cuzco	rqa		r q a				
#
196		r a l	1796	PECUNIAL	Apurimac	ral		r a l	ral			camacho2006
293		r a l	1796	PECUNIAL	Ayacucho	řal		r a l	řal			
2008		ɾ a l	1796	PECUNIAL	Tarma	ral		ɾ a l	ral		spanish “real”?	adelaar1977
#
88		ʃ - a	1800	PERFECT	Apuri	sha		ʃ a	sha,sa			shimelman2017
89		s - a	1800	PERFECT	Apuri	sa		s a	sha,sa			shimelman2017
197		s q a	1800	PERFECT	Apurimac	sqa		s q a	sqa			camacho2006
294		s χ a	1800	PERFECT	Ayacucho	sqa		s χ a	sqa			parker1969
369		s q a	1800	PERFECT	Azuay	sca		s q a	sca			cordero1955
477		ʃ - a	1800	PERFECT	Cacra-Hongos	sha		ʃ a	sha,sa			shimelman2017
478		s - a	1800	PERFECT	Cacra-Hongos	sa		s a	sha,sa			shimelman2017
556		s χ a	1800	PERFECT	Cajamarca	sqa		s χ a	sqa, a			quesada2006
557		a	1802	PERFECT	Cajamarca	a		a	sqa, a			quesada2006
615		ʃ k a	1800	PERFECT	Chachapoyas	ška		ʃ k a	ška			taylor1979
676		ʃ k a	1800	PERFECT	Chimborazo	ška		ʃ k a	ška			
848		ç a	1800	PERFECT	Ferrenafe	sha		ç a	sha			taylor1982
1169		ʃ - a	1800	PERFECT	Huangascar	sha		ʃ a	sha,sa			shimelman2017
1170		s - a	1800	PERFECT	Huangascar	sa		s a	sha,sa			shimelman2017
1258		ʃ - -	1800	PERFECT	HuarazHuailas	sh		ʃ	sh, shqa			parker1976
1259		ʃ q a	1800	PERFECT	HuarazHuailas	shqa		ʃ q a	sh, shqa			parker1976
1329		s k a	1800	PERFECT	Inga	sca		s k a	sca			tandioy1978
1487		ʃ - a	1800	PERFECT	Lincha-Tana	sha		ʃ a	sha,sa			shimelman2017
1488		s - a	1800	PERFECT	Lincha-Tana	sa		s a	sha,sa			shimelman2017
1580		ç q a	1800	PERFECT	Pacaraos	shqa		ç q a	shqa, sh		PERFECTO? Reducido cuando hay verbo auxiliar	
1644		ʃ k a	1800	PERFECT	Pastaza	shka		ʃ k a	shka			landerman1973
1713		ʃ k a	1800	PERFECT	SanMartin	shka		ʃ k a	shka			coombs1976
1813		ʃ - a	1800	PERFECT	SanPedro	sha		ʃ a	sha,sa			shimelman2017
1814		s - a	1800	PERFECT	SanPedro	sa		s a	sha,sa			shimelman2017
2009		ɾ u	1801	PERFECT	Tarma	ru		ɾ u	ru			adelaar1977
2062		s q a		PERFECT	Laraos	sqa		s q a				
2136		s q a	30	PERFECT	Santiagueno	sqa		s q a			nearly obsolescent	
2212		ʃ k a		PERFECT	Imbabura	shka		ʃ k a				cole1985
2254		r q a		PERFECT	Cuzco	rqa		r q a			ra	
2288		ʃ k a		PERFECT	Huallaga	shka		ʃ k a	shka			
#
90		ʃ - a	1827	PERFECTIVIZER	Apuri	sha		ʃ a	sha,sa		nmlz	shimelman2017
91		s - a	1827	PERFECTIVIZER	Apuri	sa		s a	sha,sa		nmlz	shimelman2017
198		s q a	1827	PERFECTIVIZER	Apurimac	sqa		s q a	sqa			camacho2006
199		s t i n	1828	PERFECTIVIZER	Apurimac	stin		s t i n	stin			camacho2006
295		s χ a	1827	PERFECTIVIZER	Ayacucho	sqa		s χ a	sqa			parker1969
370		s q a	1827	PERFECTIVIZER	Azuay	sca		s q a	sca			cordero1955
479		ʃ - a	1827	PERFECTIVIZER	Cacra-Hongos	sha		ʃ a	sha,sa		nmlz	shimelman2017
480		s - a	1827	PERFECTIVIZER	Cacra-Hongos	sa		s a	sha,sa		nmlz	shimelman2017
558		s χ a	1827	PERFECTIVIZER	Cajamarca	sqa		s χ a	sqa			quesada2006
616		ʃ k a	1827	PERFECTIVIZER	Chachapoyas	ška		ʃ k a	ška			taylor1979
677		ʃ k a	1827	PERFECTIVIZER	Chimborazo	ška		ʃ k a	ška			
763		s q a	1827	PERFECTIVIZER	Cuzco	sqa		s q a	sqa			cusihuaman1976
965		ʃ - a	1827	PERFECTIVIZER	Huallaga	ša		ʃ a	ša		NMLZ	
1059		ʃ - a	1827	PERFECTIVIZER	Huanca	sha		ʃ a	sha			cerron1976
1171		ʃ - a	1827	PERFECTIVIZER	Huangascar	sha		ʃ a	sha,sa		nmlz	shimelman2017
1172		s - a	1827	PERFECTIVIZER	Huangascar	sa		s a	sha,sa		nmlz	shimelman2017
1260		ʃ q a	1827	PERFECTIVIZER	HuarazHuailas	shqa		ʃ q a	shqa			parker1976
1330		s k a	1827	PERFECTIVIZER	Inga	sca		s k a	sca			tandioy1978
1489		ʃ - a	1827	PERFECTIVIZER	Lincha-Tana	sha		ʃ a	sha,sa		nmlz	shimelman2017
1490		s - a	1827	PERFECTIVIZER	Lincha-Tana	sa		s a	sha,sa		nmlz	shimelman2017
1645		ʃ k a	1827	PERFECTIVIZER	Pastaza	shka		ʃ k a	shka		Se usa cuando la acción del verbo nominalizado es simultánea o anterior a la del verbo principal.	landerman1973
1714		ʃ k a	1827	PERFECTIVIZER	SanMartin	shka		ʃ k a	shka			coombs1976
1815		ʃ - a	1827	PERFECTIVIZER	SanPedro	sha		ʃ a	sha,sa		nmlz	shimelman2017
1816		s - a	1827	PERFECTIVIZER	SanPedro	sa		s a	sha,sa		nmlz	shimelman2017
1919		s q a	1827	PERFECTIVIZER	Santiagueno	sqa		s q a	sqa		nmlz anterior	juanatey2020
2010		ʃ - a	1827	PERFECTIVIZER	Tarma	sha		ʃ a	sha			adelaar1977
2053		s a		PERFECTIVIZER	Ferrenafe	sa		s a				
2063		s q a		PERFECTIVIZER	Laraos	sqa		s q a			nominalizador perfectivo	
2213		ʃ k a		PERFECTIVIZER	Imbabura	shka		ʃ k a				cole1985
#
92		k u n a	1855	PLURAL	Apuri	kuna		k u n a	kuna			shimelman2017
200		k u n a	1855	PLURAL	Apurimac	kuna		k u n a	kuna			camacho2006
296		k u n a	1855	PLURAL	Ayacucho	kuna		k u n a	kuna			parker1969
371		k u n a	1855	PLURAL	Azuay	cuna		k u n a	cuna			cordero1955
481		k u n a	1855	PLURAL	Cacra-Hongos	kuna		k u n a	kuna			shimelman2017
559		k u n a	1855	PLURAL	Cajamarca	kuna		k u n a	kuna			quesada2006
617		k u n a	1855	PLURAL	Chachapoyas	kuna		k u n a	kuna			taylor1979
678		k u n a	1855	PLURAL	Chimborazo	kuna		k u n a	kuna			
849		k u n a	1855	PLURAL	Ferrenafe	kuna		k u n a	kuna			taylor1982
966		k u n a	1855	PLURAL	Huallaga	kuna		k u n a	kuna			weber1996
1060		k u n a	1855	PLURAL	Huanca	kuna		k u n a	kuna			cerron1976
1173		k u n a	1855	PLURAL	Huangascar	kuna		k u n a	kuna			shimelman2017
1261		k u n a	1855	PLURAL	HuarazHuailas	kuna		k u n a	kuna			parker1976
1331		k u n a	1855	PLURAL	Inga	cuna		k u n a	cuna			tandioy1978
1391		k u n a	1855	PLURAL	Laraos	kuna		k u n a	kuna			taylor1990
1491		k u n a	1855	PLURAL	Lincha-Tana	kuna		k u n a	kuna			shimelman2017
1582		k u n a	1855	PLURAL	Pacaraos	kuna		k u n a	kuna			adelaar1987
1647		k u n a	1855	PLURAL	Pastaza	kuna		k u n a	kuna,guna			landerman1973
1648		g u n a	1855	PLURAL	Pastaza	guna		g u n a	kuna,guna			landerman1973
1715		k u n a	1855	PLURAL	SanMartin	kuna		k u n a	kuna			coombs1976
1817		k u n a	1855	PLURAL	SanPedro	kuna		k u n a	kuna			shimelman2017
1920		s	1856	PLURAL	Santiagueno	s		s	s,kuna		Variation according to word ending	juanatey2020
1921		k u n a	1855	PLURAL	Santiagueno	kuna		k u n a	s,kuna		Variation according to word ending	juanatey2020
2011		k u n a	1855	PLURAL	Tarma	kuna		k u n a	kuna			adelaar1977
2214		k u n a		PLURAL	Imbabura	kuna		k u n a				cole1985
2256		k u n a	1855	PLURAL	Cuzco	kuna		k u n a				
#
372		- h i m	1880	POOR	Azuay	jim		h i m	jim, ajim		“pobre hombrecito”	cordero1955
373		a h i m	1880	POOR	Azuay	ajim		a h i m	jim, ajim		“pobre hombrecito”	cordero1955
1332		- x i m	1880	POOR	Inga	jim		x i m	jim, ajim		“pobre hombrecito”	tandioy1978
1333		a x i m	1880	POOR	Inga	ajim		a x i m	jim, ajim		“pobre hombrecito”	tandioy1978
#
764		m p a	1885	POSITIONAL	Cuzco	mpa		m p a	mpa			cusihuaman1976
#
93		- - j o q	1887	POSSESSIVE	Apuri	yuq		j o q	yuq			shimelman2017
201		- - j o q	1887	POSSESSIVE	Apurimac	yoq		j o q	yoq			camacho2006
297		- - j u χ	1887	POSSESSIVE	Ayacucho	yuq		j u χ	yuq			parker1969
374		- - j u g	1887	POSSESSIVE	Azuay	yug		j u g	yug			cordero1955
482		- - j o q	1887	POSSESSIVE	Cacra-Hongos	yuq		j o q	yuq			shimelman2017
560		- - j u χ	1887	POSSESSIVE	Cajamarca	yuq		j u χ	yuq			quesada2006
618		- - j u k	1887	POSSESSIVE	Chachapoyas	yuk		j u k	yuk			taylor1979
765		- - j o q	1887	POSSESSIVE	Cuzco	yoq		j o q	yoq			cusihuaman1976
850		i x u n	1888	POSSESSIVE	Ferrenafe	yxun		i x u n	yxun		posesivo inpersonal. *-yuq, poseedor de o el qu eposee	taylor1982
967		- - j o q	1887	POSSESSIVE	Huallaga	yoq		j o q	yoq,niyoq			weber1996
1061		- - j u q	1887	POSSESSIVE	Huanca	yuq		j u q	yuq			cerron1976
1174		- - j o q	1887	POSSESSIVE	Huangascar	yuq		j o q	yuq			shimelman2017
1262		- - j o q	1887	POSSESSIVE	HuarazHuailas	yoq		j o q	yoq			parker1976
1334		- - j u g	1887	POSSESSIVE	Inga	yug		j u g	yug			tandioy1978
1492		- - j o q	1887	POSSESSIVE	Lincha-Tana	yuq		j o q	yuq			shimelman2017
1583		- j - u q	1887	POSSESSIVE	Pacaraos	yuq		j u q	yuq, naq			adelaar1987
1584		n a - - q	1887	POSSESSIVE	Pacaraos	naq		n a q	yuq, naq			adelaar1987
1716		- - j u k	1887	POSSESSIVE	SanMartin	yuk		j u k	yuk		el que tiene...	coombs1976
1818		- - j o q	1887	POSSESSIVE	SanPedro	yuq		j o q	yuq			shimelman2017
1922		- - j o χ	1887	POSSESSIVE	Santiagueno	yoq		j o χ	yoq		Variation according to word ending	juanatey2020
2012		- - j u q	1887	POSSESSIVE	Tarma	yuq		j u q	yuq			adelaar1977
2068		j u q		POSSESSIVE	Laraos	yuq		j u q				
2215		j u q		POSSESSIVE	Imbabura	yuj		j u q				cole1985
2307		p a k		POSSESSIVE	Chimborazo	pak		p a k	pak, yuk			
2308		j u k		POSSESSIVE	Chimborazo	yuk		j u k	pak, yuk			
#
375		n g a p a	1910	POTENTIALIS	Azuay	ngapa		n g a p a	ngapa		+ kay; voy a llevar, iba a llevar (karquani)	cordero1955
1335		n g a p a	1910	POTENTIALIS	Inga	ngapa		n g a p a	ngapa		+ kay; voy a llevar, iba a llevar (karquani)	tandioy1978
#
969		j n a q	1913	PRIVATIVE	Huallaga	ynaq		j n a q	ynaq		-nnaq	weber1996
1062		n n a q	1913	PRIVATIVE	Huanca	nnaq		n n a q	nnaq			cerron1976
1263		n n a q	1913	PRIVATIVE	HuarazHuailas	nnaq		n n a q	nnaq			parker1976
1392		n n a q	1913	PRIVATIVE	Laraos	nnaq		n n a q	nnaq		-nnaq	taylor1990
2216		i ʎ a q		PRIVATIVE	Imbabura	illaj		i ʎ a q				cole1985
#
94		a m a	1918	PROHIBITIVE	Apuri	ama		a m a	ama			shimelman2017
483		a m a	1918	PROHIBITIVE	Cacra-Hongos	ama		a m a	ama			shimelman2017
679		a m a	1918	PROHIBITIVE	Chimborazo	ama		a m a	ama			beukema1975
970		a m a	1918	PROHIBITIVE	Huallaga	ama		a m a	ama			weber1996
1175		a m a	1918	PROHIBITIVE	Huangascar	ama		a m a	ama			shimelman2017
1493		a m a	1918	PROHIBITIVE	Lincha-Tana	ama		a m a	ama			shimelman2017
1819		a m a	1918	PROHIBITIVE	SanPedro	ama		a m a	ama			shimelman2017
1923		a m a	1918	PROHIBITIVE	Santiagueno	ama		a m a	ama			juanatey2020
#
95		k a j	1927	PROXIMAL DEMONSTRATIVE	Apuri	kay		k a j	kay			shimelman2017
202		k a j	1927	PROXIMAL DEMONSTRATIVE	Apurimac	kay		k a j	kay			camacho2006
484		k a j	1927	PROXIMAL DEMONSTRATIVE	Cacra-Hongos	kay		k a j	kay			shimelman2017
680		k a j	1927	PROXIMAL DEMONSTRATIVE	Chimborazo	kay		k a j	kay			
971		k a j	1927	PROXIMAL DEMONSTRATIVE	Huallaga	kay		k a j	kay			weber1996
1176		k a j	1927	PROXIMAL DEMONSTRATIVE	Huangascar	kay		k a j	kay			shimelman2017
1494		k a j	1927	PROXIMAL DEMONSTRATIVE	Lincha-Tana	kay		k a j	kay			shimelman2017
1820		k a j	1927	PROXIMAL DEMONSTRATIVE	SanPedro	kay		k a j	kay			shimelman2017
1924		k a -	1927	PROXIMAL DEMONSTRATIVE	Santiagueno	ka		k a	ka,kay			juanatey2020
1925		k a j	1927	PROXIMAL DEMONSTRATIVE	Santiagueno	kay		k a j	ka,kay			juanatey2020
2042		k ai		PROXIMAL DEMONSTRATIVE	Ayacucho	kay		k ai				
2044		k ai		PROXIMAL DEMONSTRATIVE	Azuay	kay		k ai				
2098		k ai		PROXIMAL DEMONSTRATIVE	Pacaraos	kay		k ai				
2106		k a i		PROXIMAL DEMONSTRATIVE	Cajamarca	kay		k a i				
2125		k ai		PROXIMAL DEMONSTRATIVE	Huanca	kay		k ai				
2128		k ai		PROXIMAL DEMONSTRATIVE	Tarma	kay		k ai				
2146		k ai		PROXIMAL DEMONSTRATIVE	SanMartin	kay		k ai				
2217		tʃ ai		PROXIMAL DEMONSTRATIVE	Imbabura	chay		tʃ ai				cole1985
2273		k a j	1927	PROXIMAL DEMONSTRATIVE	Cuzco	kay		k a j				
2297		k a j		PROXIMAL DEMONSTRATIVE	Pastaza	kay		k a j	kay			
#
96		p a q	1938	PURPOSIVE	Apuri	paq		p a q	paq			shimelman2017
376		n g a p a	1939	PURPOSIVE	Azuay	ngapa		n g a p a	ngapa		subordination	cordero1955
485		p a q	1938	PURPOSIVE	Cacra-Hongos	paq		p a q	paq			shimelman2017
681		p a k	1938	PURPOSIVE	Chimborazo	pak		p a k	pak			beukema1975
1177		p a q	1938	PURPOSIVE	Huangascar	paq		p a q	paq			shimelman2017
1336		n g a p a	1939	PURPOSIVE	Inga	ngapa		n g a p a	ngapa		subordination	tandioy1978
1495		p a q	1938	PURPOSIVE	Lincha-Tana	paq		p a q	paq			shimelman2017
1821		p a q	1938	PURPOSIVE	SanPedro	paq		p a q	paq			shimelman2017
1926		p a χ	1938	PURPOSIVE	Santiagueno	paq		p a χ	paq			juanatey2020
2078		r a j k u	1948	PURPOSIVE	Laraos	rayku		r a j k u			causativo	
2218		p a q		PURPOSIVE	Imbabura	paq		p a q				cole1985
2252		p a q	1938	PURPOSIVE	HuarazHuailas	paq		p a q				
2275		p a q	1938	PURPOSIVE	Cuzco	paq		p a q				
2289		p a q		PURPOSIVE	Huallaga	paq		p a q	paq			weber1996
2298		p a		PURPOSIVE	Pastaza	pa		p a	pa			
#
97		ɾ a j - k u -	1948	REASON	Apuri	rayku		ɾ a j k u	rayku			shimelman2017
203		r a j - k u -	1948	REASON	Apurimac	rayku		r a j k u	rayku			camacho2006
298		ɾ a j - k u -	1948	REASON	Ayacucho	rayku		ɾ a j k u	rayku			parker1969
377		tʃ i	1949	REASON	Azuay	chi		tʃ i	chi			cordero1955
486		ɾ a j - k u -	1948	REASON	Cacra-Hongos	rayku		ɾ a j k u	rayku			shimelman2017
561		ɾ a j - k u -	1948	REASON	Cajamarca	rayku		ɾ a j k u	rayku			quesada2006
619		r a - j k u -	1948	REASON	Chachapoyas	rayku		r a j k u	rayku			taylor1979
766		tʃ i	1949	REASON	Cuzco	chi		tʃ i	chi			cusihuaman1976
767		ɾ a j - k u -	1948	REASON	Cuzco	rayku		ɾ a j k u	rayku			cusihuaman1976
851		n o	1950	REASON	Ferrenafe	no		n o	no			
852		ɾ a - j k u -	1948	REASON	Ferrenafe	rayku		ɾ a j k u	rayku			taylor1982
972		ʐ a j - k u -	1948	REASON	Huallaga	rayku		ʐ a j k u	rayku,raygu			weber1996
973		ʐ a j - g u -	1948	REASON	Huallaga	raygu		ʐ a j g u	rayku,raygu			weber1996
1063		l a j - k u -	1948	REASON	Huanca	layku		l a j k u	layku			cerron1976
1178		ɾ a j - k u -	1948	REASON	Huangascar	rayku		ɾ a j k u	rayku			shimelman2017
1264		ɾ a j - k u ɾ	1948	REASON	HuarazHuailas	raykur		ɾ a j k u ɾ	raykur, tsi			parker1976
1265		ts i	1949	REASON	HuarazHuailas	tsi		ts i	raykur, tsi			parker1976
1337		tʃ i	1949	REASON	Inga	chi		tʃ i	chi			tandioy1978
1393		ɾ a - j k u -	1948	REASON	Laraos	rayku		ɾ a j k u	rayku			taylor1990
1496		ɾ a j - k u -	1948	REASON	Lincha-Tana	rayku		ɾ a j k u	rayku			shimelman2017
1585		ɾ a - j k u -	1948	REASON	Pacaraos	rayku		ɾ a j k u	rayku		indica el motivo de la acción	adelaar1987
1649		ɾ a j - k u -	1948	REASON	Pastaza	rayku		ɾ a j k u	rayku			landerman1973
1650		ɾ a j - k u -	1948	REASON	Pastaza	rayku		ɾ a j k u	rayku		/-rayku/ glosado como beneficiario.	landerman1973
1717		r a j - k u -	1948	REASON	SanMartin	rayku		r a j k u	rayku			coombs1976
1822		ɾ a j - k u -	1948	REASON	SanPedro	rayku		ɾ a j k u	rayku			shimelman2017
1927		ɾ a j - k u -	1948	REASON	Santiagueno	rayku		ɾ a j k u	rayku			juanatey2020
#
98		n a k u	1976	RECIPROCAL	Apuri	naku		n a k u	naku,naka			shimelman2017
99		n a k a	1976	RECIPROCAL	Apuri	naka		n a k a	naku,naka			shimelman2017
205		n a k u	1976	RECIPROCAL	Apurimac	naku		n a k u	naku			camacho2006
299		n a k u	1976	RECIPROCAL	Ayacucho	naku		n a k u	naku			parker1969
487		n a k u	1976	RECIPROCAL	Cacra-Hongos	naku		n a k u	naku,naka			shimelman2017
488		n a k a	1976	RECIPROCAL	Cacra-Hongos	naka		n a k a	naku,naka			shimelman2017
562		n a - -	1976	RECIPROCAL	Cajamarca	na		n a	na			quesada2006
620		n a k u	1976	RECIPROCAL	Chachapoyas	naku		n a k u	naku			taylor1979
682		n a k u	1976	RECIPROCAL	Chimborazo	naku		n a k u	naku			
768		n a - -	1976	RECIPROCAL	Cuzco	na		n a	na			cusihuaman1976
853		n a k u	1976	RECIPROCAL	Ferrenafe	naku		n a k u	naku			taylor1982
974		n a k u	1976	RECIPROCAL	Huallaga	naku		n a k u	naku			weber1996
1064		n a - -	1976	RECIPROCAL	Huanca	na		n a	na			cerron1976
1179		n a k u	1976	RECIPROCAL	Huangascar	naku		n a k u	naku,naka			shimelman2017
1180		n a k a	1976	RECIPROCAL	Huangascar	naka		n a k a	naku,naka			shimelman2017
1497		n a k u	1976	RECIPROCAL	Lincha-Tana	naku		n a k u	naku,naka			shimelman2017
1498		n a k a	1976	RECIPROCAL	Lincha-Tana	naka		n a k a	naku,naka			shimelman2017
1651		n a k u	1976	RECIPROCAL	Pastaza	naku		n a k u	naku			landerman1973
1718		n a k u	1976	RECIPROCAL	SanMartin	naku		n a k u	naku			coombs1976
1823		n a k u	1976	RECIPROCAL	SanPedro	naku		n a k u	naku,naka			shimelman2017
1824		n a k a	1976	RECIPROCAL	SanPedro	naka		n a k a	naku,naka			shimelman2017
1928		n a x u	1976	RECIPROCAL	Santiagueno	naku		n a x u	naku			juanatey2020
2013		n a k u	1976	RECIPROCAL	Tarma	naku		n a k u	naku			adelaar1977
2064		n a k u		RECIPROCAL	Laraos	naku		n a k u				
2085		n a k u		RECIPROCAL	Pacaraos	naku		n a k u				
2219		r i	33	RECIPROCAL	Imbabura	ri		r i			also reflexive	cole1985
2232		n a	1976	RECIPROCAL	HuarazHuailas	na		n a				
#
378		n d i	2001	RELATIONAL	Azuay	ndi		n d i	ndi		cayandi: al dia siguiente (dia que tiene relación con otro)	cordero1955
1338		n d i	2001	RELATIONAL	Inga	ndi		n d i	ndi		cayandi: al dia siguiente (dia que tiene relación con otro)	tandioy1978
#
769		n	2004	RELATIVE	Cuzco	n		n	n			cusihuaman1976
#
770		j m a n a	2006	REMEMORATIVE	Cuzco	ymana		j m a n a	ymana			cusihuaman1976
#
100		p a - -	2008	REPETITIVE	Apuri	pa		p a	pa			shimelman2017
206		p a - -	2008	REPETITIVE	Apurimac	pa		p a	pa, paya			camacho2006
207		p a j a	2008	REPETITIVE	Apurimac	paya		p a j a	pa, paya			camacho2006
212		t i j a	2082	REPETITIVE	Apurimac	tiya		t i j a	tiya			camacho2006
300		p a - -	2008	REPETITIVE	Ayacucho	pa		p a	pa			parker1969
489		p a - -	2008	REPETITIVE	Cacra-Hongos	pa		p a	pa			shimelman2017
543		ɾ i	1397	REPETITIVE	Cajamarca	ri		ɾ i	ri			quesada2006
683		n t a -	2009	REPETITIVE	Chimborazo	nta		n t a	nta			
771		p a - -	2008	REPETITIVE	Cuzco	pa		p a	pa			cusihuaman1976
1065		ʈʂ a k u	2010	REPETITIVE	Huanca	traku		ʈʂ a k u	traku			cerron1976
1078		p aː	2008	REPETITIVE	Huanca	paa		p aː	paa			cerron1976
1181		p a - -	2008	REPETITIVE	Huangascar	pa		p a	pa			shimelman2017
1499		p a - -	2008	REPETITIVE	Lincha-Tana	pa		p a	pa			shimelman2017
1586		tʂ aː	2009	REPETITIVE	Pacaraos	traa		tʂ aː	traa			adelaar1987
1594		p aː	2008	REPETITIVE	Pacaraos	paa		p aː	paa		intensivo… indica perseverancio en la acción referida	adelaar1987
1825		p a - -	2008	REPETITIVE	SanPedro	pa		p a	pa			shimelman2017
2077		p a		REPETITIVE	Laraos	pa		p a				
2107		p a		REPETITIVE	Cajamarca	pa		p a				
2135		p a		REPETITIVE	Santiagueno	pa		p a				
2145		p a j a		REPETITIVE	SanMartin	paya		p a j a				
2242		p aː		REPETITIVE	HuarazHuailas	paa		p aː				
2290		t͡ʃ aː		REPETITIVE	Huallaga	cha:		t͡ʃ aː	cha:		/-chaku/ verbalizador transitivante: /maki-chaku/, mano-REP, 'robar repetidas veces'	
2299		p a j a		REPETITIVE	Pastaza	paya		p a j a	paya			
#
101		ʃ q a	2021	REPORTATIVE PAST TENSE	Apuri	shqa		ʃ q a	shqa			shimelman2017
208		s q a	2021	REPORTATIVE PAST TENSE	Apurimac	sqa		s q a	sqa			camacho2006
