ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	SOURCE	TOKENS	VALUE	NOTE	BORROWING
1817	k u n a	1855	PLURAL	SanPedro	kuna	shimelman2017	k u n a	kuna		
1818	j o q ( - - )	1887	POSSESSIVE	SanPedro	yuq	shimelman2017	j o q	yuq		
1819	a m a	1918	PROHIBITIVE	SanPedro	ama	shimelman2017	a m a	ama		
1820	k ai	1927	PROXIMAL DEMONSTRATIVE	SanPedro	kay	shimelman2017	k ai	kay		
1822	ɾ ai k u	1948	REASON	SanPedro	rayku	shimelman2017	ɾ ai k u	rayku		
1823	n a k u	1976	RECIPROCAL	SanPedro	naku	shimelman2017	n a k u	naku,naka		
1824	n a k a	1976	RECIPROCAL	SanPedro	naka	shimelman2017	n a k a	naku,naka		
1825	p a	2008	REPETITIVE	SanPedro	pa	shimelman2017	p a	pa		
1826	ʃ q a	2021	REPORTATIVE PAST TENSE	SanPedro	shqa	shimelman2017	ʃ q a	shqa		
1827	ʎ a	2039	RESTRICTIVE	SanPedro	lla	shimelman2017	ʎ a	lla		
1828	t a q	2063	SEQUENTIAL	SanPedro	taq	shimelman2017	t a q	taq		
1829	t u k u	2082	SIMULATIVE	SanPedro	tuku	shimelman2017	t u k u	tuku		
1830	ʃ t i n	2097	SUBORDINATOR ADVERBIAL	SanPedro	shtin	shimelman2017	ʃ t i n	shtin		
1831	ʃ p a	2113	SUBORDINATOR IDSUB	SanPedro	shpa	shimelman2017	ʃ p a	shpa		
1832	p t i	2144	SUBORDINATOR DIFFSUB	SanPedro	pti	shimelman2017	p t i	pti		
1833	q a	2178	TOPIC	SanPedro	qa	shimelman2017	q a	qa		
1834	p u	2201	VERBAL BENEFACTIVE	SanPedro	pu	shimelman2017	p u	pu,pa		
1835	p a	2201	VERBAL BENEFACTIVE	SanPedro	pa	shimelman2017	p a	pu,pa		
1836	ɾ a	11	UNINTERRUPTED ACTION	SanPedro	ra	shimelman2017	ɾ a	ra		
1837	ɾ - u	2234	URGENT	SanPedro	ru	shimelman2017	ɾ u	ru,ra		
1838	ɾ - a	2234	URGENT	SanPedro	ra	shimelman2017	ɾ a	ru,ra		
1839	n a	2270	VERBALIZER	SanPedro	na	shimelman2017	n a	na	some reciprocal action	
1840	w a	3	1 OBJECT	Santiagueno	wa	juanatey2020	w a	wa	w can be ommited	
1841	- - i ʃ	58	1PL POSSESSOR	Santiagueno	ysh	juanatey2020	i ʃ	ysh,ychis		
1842	i tʃ i s	58	1PL POSSESSOR	Santiagueno	ychis	juanatey2020	i tʃ i s	ysh,ychis		
1843	- - i ʃ	58	1PL VERBAL	Santiagueno	ysh	juanatey2020	i ʃ	ysh,nchis		
1844	n tʃ i s	58	1PL VERBAL	Santiagueno	nchis	juanatey2020	n tʃ i s	ysh,nchis		
1845	- - i ʃ + m a n	58 4	1PL VERBAL CONDITIONAL	Santiagueno	yshman	juanatey2020	i ʃ + m a n	yshman,nchisman		
1846	n tʃ i s + m a n	58 4	1PL VERBAL CONDITIONAL	Santiagueno	nchisman	juanatey2020	n tʃ i s + m a n	yshman,nchisman		
1847	s u - + - - i ʃ	111 58	1PL VERBAL FUTURE	Santiagueno	suysh	juanatey2020	s u + i ʃ	suysh,sunchis		
1848	s u n + - tʃ i s	111 58	1PL VERBAL FUTURE	Santiagueno	sunchis	juanatey2020	s u n + tʃ i s	suysh,sunchis		
1849	t a n t a + j	155 156	1S POSSESSOR	Santiagueno	tanta-y	juanatey2020	t a n t a + j	tanta-y		
1850	s u - + j k i	111 24	1S SUBJECT 2S OBJECT	Santiagueno	suyki	juanatey2020	s u + j k i	suyki,yki/su		
1853	s q a + j k i	210 24	1S SUBJECT 2S OBJECT FUTURE	Santiagueno	sqayki	juanatey2020	s q a + j k i	sqayki,susqayki/susaq		
1854	s u - + s q a + j k i	111 210 24	1S SUBJECT 2S OBJECT FUTURE	Santiagueno	susqayki	juanatey2020	s u + s q a + j k i	sqayki,susqayki/susaq		
1855	s u - + s a χ -	111 280	1S SUBJECT 2S OBJECT FUTURE	Santiagueno	susaq	juanatey2020	s u + s a χ	sqayki,susqayki/susaq		
1856	k a + n i	234 235	1S VERBAL	Santiagueno	ka-ni	juanatey2020	k a + n i	ka-ni		
1857	s a χ -	280	1S VERBAL FUTURE	Santiagueno	saq	juanatey2020	s a χ	saq	infrequent, periphrastic future is preferred	
1858	ŋ k i + m a n	326 40	2S CONDITIONAL	Santiagueno	nkiman	juanatey2020	ŋ k i + m a n	nkiman		
1859	s u - - -	337	2S OBJECT	Santiagueno	su	juanatey2020	s u	su		
1860	j k i	348	2S POSSESSOR	Santiagueno	yki	juanatey2020	j k i	yki		
1861	w a + n k i	3 370	2S SUBJECT 1S OBJECT	Santiagueno	wanki	juanatey2020	w a + n k i	wanki		
1862	ŋ k i	370	2S VERBAL	Santiagueno	nki	juanatey2020	ŋ k i	nki		
1863	ŋ q a	446	3S FUTURE	Santiagueno	nqa	juanatey2020	ŋ q a	nqa	infrequent, periphrastic future is preferred	
1864	n	466	3S POSSESSOR	Santiagueno	n	juanatey2020	n	n		
1865	- ai - + k - - u	37 35	3S SUBJECT 1PL OBJECT	Santiagueno	ayku	juanatey2020	ai + k u	ayku		
1866	w a + n	3 546	3S SUBJECT 1S OBJECT	Santiagueno	wan	juanatey2020	w a + n	wan		
1868	n	546	3S VERBAL	Santiagueno	n	juanatey2020	n	n		
1869	m a n t a	571	ABLATIVE	Santiagueno	manta	juanatey2020	m a n t a	manta,mant		
1870	m a n t -	571	ABLATIVE	Santiagueno	mant	juanatey2020	m a n t	manta,mant		
1871	t -	614	ACCUSATIVE	Santiagueno	t	juanatey2020	t	t,ta		
1872	t a	614	ACCUSATIVE	Santiagueno	ta	juanatey2020	t a	t,ta		
1873	p a s	639	ADDITIVE	Santiagueno	pas	juanatey2020	p a s	pas		
1874	q	674	AGENTIVE	Santiagueno	q	juanatey2020	q	q		
1875	p a χ	720	BENEFACTIVE	Santiagueno	paq	juanatey2020	p a χ	paq		
1876	t a χ	754	INTERROGATION	Santiagueno	taq	juanatey2020	t a χ	taq		
1877	tʃ i	766	CAUSATIVE	Santiagueno	chi	juanatey2020	tʃ i	chi		
1878	p u n i	787	ASSERTIVE	Santiagueno	puni	alderetes2001	p u n i	puni	infrequent, only nominal	
1879	- i n a	824	COMPARATIVE	Santiagueno	ina	juanatey2020	i n a	ina		
1880	m a n	853	CONDITIONAL	Santiagueno	man	juanatey2020	m a n	man		
1881	t -	614	DATIVE/ILATIVE	Santiagueno	t	juanatey2020	t	t,ta		
1882	t a	614	DATIVE/ILATIVE	Santiagueno	ta	juanatey2020	t a	t,ta		
1883	n a: - -	939	DESIDERATIVE	Santiagueno	naa	juanatey2020	n a:	naa		
1884	tʃ a	976	DIMINUTIVE	Santiagueno	cha	juanatey2020	tʃ a	cha, illu, illa		
1885	i ʒ u -	14	DIMINUTIVE	Santiagueno	illu	juanatey2020	i ʒ u	cha, illu, illa		esp
1886	i ʒ a -	14	DIMINUTIVE	Santiagueno	illa	juanatey2020	i ʒ a	cha, illu, illa		esp
1887	n a	2270	VERBALIZER	Santiagueno	na	juanatey2020	n a	na	Adverbial particle	
1888	tʃ u	1029	DISJUNCTIVE	Santiagueno	chu	juanatey2020	tʃ u	chu		
1889	tʃ a χ ai	12	DISTAL REMOVED DEMONSTRATIVE	Santiagueno	chaqay	juanatey2020	tʃ a χ ai	chaqay	variation chaqa/chaqay	
1890	tʃ k a	1062	PROGRESSIVE	Santiagueno	chka	juanatey2020	tʃ k a	chka		
1892	- ( - ) - a ( - )	20	INTENSIFIER	Santiagueno	á	juanatey2020	a	á	maybe a clitic, not sure	
1893	tʃ a	18	EVIDENTIAL CONJECTURAL	Santiagueno	cha	alderetes2001	tʃ a	cha		
1894	m i	1157	EVIDENTIAL DIRECT	Santiagueno	mi	juanatey2020	m i	mi		
1895	s i	1198	EVIDENTIAL REPORTATIVE	Santiagueno	si	juanatey2020	s i	si		
1896	i k u	1228	EXCEPTIONAL	Santiagueno	yku	juanatey2020	i k u	yku		
1897	p u ɾ a	1256	EXCLUSIVE	Santiagueno	pura	juanatey2020	p u ɾ a	pura		
1898	tʃ a	1272	FACTIVE	Santiagueno	cha	alderetes2001	tʃ a	cha		
1899	- - j a	7	REPETITIVE	Santiagueno	ya	juanatey2020	j a	ya	infrequent, maybe loan from Spanish	
1900	p - -	1315	GENITIVE	Santiagueno	p	juanatey2020	p	p,pa		
1901	p a -	1315	GENITIVE	Santiagueno	pa	juanatey2020	p a	p,pa		
1902	i	30	IMPERATIVE	Santiagueno	y	juanatey2020	i	y		
1903	- ɾ i	1397	INCEPTIVE	Santiagueno	ri	juanatey2020	ɾ i	ri	Infrequent, periphrastic is prefered	
1904	j a	1419	INCHOATIVE	Santiagueno	ya	juanatey2020	j a	ya		
1905	i	30	INFINITIVE	Santiagueno	y	juanatey2020	i	y		
1906	tʃ u n	1486	INJUNCTIVE	Santiagueno	chun	juanatey2020	tʃ u n	chun		
1907	- a n	1507	INSTRUMENTAL-COMITATIVE	Santiagueno	an	juanatey2020	a n	an		
1908	ɾ ( q ) j a ( - )	20	INTENSIFIER	Santiagueno	rqya	juanatey2020	ɾ q j a	rqya		
1909	k a m a -	1578	LIMITATIVE	Santiagueno	kama	juanatey2020	k a m a	kama		
1910	p i	1603	LOCATIVE	Santiagueno	pi	juanatey2020	p i	pi,p		
1911	p -	1603	LOCATIVE	Santiagueno	p	juanatey2020	p	pi,p		
1912	k u	1637	MIDDLE VOICE	Santiagueno	ku	juanatey2020	k u	ku		
1913	s a p a	1656	MULTIPLE POSSESSIVE	Santiagueno	sapa	juanatey2020	s a p a	sapa		
1914	tʃ u	1682	NEGATION	Santiagueno	chu	juanatey2020	tʃ u	chu	infrequent, impolite	
1915	n a	1711	NOMINALIZER NA	Santiagueno	na	juanatey2020	n a	na	nmlz posterior	
1917	m a s i	1746	PARTNERSHIP	Santiagueno	masi	juanatey2020	m a s i	masi	Nominal lexeme, not a suffix	
1918	ɾ - a	1770	PAST TENSE	Santiagueno	ra	juanatey2020	ɾ a	ra	only for first hand evidence	
1919	s q a	1800	PERFECTIVIZER	Santiagueno	sqa	juanatey2020	s q a	sqa	nmlz anterior	
1920	s	1856	PLURAL	Santiagueno	s	juanatey2020	s	s,kuna		esp
1921	k u n a	1855	PLURAL	Santiagueno	kuna	juanatey2020	k u n a	s,kuna		
1922	j o χ ( - - )	1887	POSSESSIVE	Santiagueno	yoq	juanatey2020	j o χ	yoq	Variation according to word ending	
1923	a m a	1918	PROHIBITIVE	Santiagueno	ama	juanatey2020	a m a	ama		
1924	k a	1927	PROXIMAL DEMONSTRATIVE	Santiagueno	ka	juanatey2020	k a	ka,kay		
1925	k ai	1927	PROXIMAL DEMONSTRATIVE	Santiagueno	kay	juanatey2020	k ai	ka,kay		
1927	ɾ ai k u	1948	REASON	Santiagueno	rayku	juanatey2020	ɾ ai k u	rayku		
1928	n a x u	1976	RECIPROCAL	Santiagueno	naku	juanatey2020	n a x u	naku		
1930	s - a	2021	REPORTATIVE PAST TENSE	Santiagueno	sa	juanatey2020	s a	sa,sqa	-sa it's the most frequent, only used in periphrastic construction with auxiliar ka-; -sqa is reserved occasionally for 3SG and is not peiphrastic	
1931	s q a	2021	REPORTATIVE PAST TENSE	Santiagueno	sqa	juanatey2020	s q a	sa,sqa	-sa it's the most frequent, only used in periphrastic construction with auxiliar ka-; -sqa is reserved occasionally for 3SG and is not peiphrastic	
1932	ʎ a	2039	RESTRICTIVE	Santiagueno	lla	juanatey2020	ʎ a	lla		
1933	s - - -	2097	SUBORDINATOR ADVERBIAL	Santiagueno	s	juanatey2020	s	s		
1934	s p a	2113	SUBORDINATOR IDSUB	Santiagueno	spa	juanatey2020	s p a	spa		
1935	p t i	2144	SUBORDINATOR DIFFSUB	Santiagueno	pti	juanatey2020	p t i	pti		
1936	q a	2178	TOPIC	Santiagueno	qa	juanatey2020	q a	qa		
1937	p u	2201	VERBAL BENEFACTIVE	Santiagueno	pu	juanatey2020	p u	pu		
1938	m a	4	1 OBJECT	Tarma	ma	adelaar1977	m a	ma		
1939	n tʃ i -	58	1PL POSSESSOR	Tarma	nchi	adelaar1977	n tʃ i	nchi, nchik		
1940	n tʃ i k	58	1PL POSSESSOR	Tarma	nchik	adelaar1977	n tʃ i k	nchi, nchik		
1941	n tʃ i k	58	1PL VERBAL	Tarma	nchik	adelaar1977	n tʃ i k	nchik		
1942	tʃ - - + w a n	111 3	1PL VERBAL CONDITIONAL	Tarma	chwan	adelaar1977	tʃ + w a n	chwan		
1943	ʃ u n	111	1PL VERBAL FUTURE	Tarma	shun	adelaar1977	ʃ u n	shun		
1944	t a n t a + ø/a	155 31	1S POSSESSOR	Tarma	tantaː	adelaar1977	t a n t a + ø/a	tantaː		
1945	q	206	1S SUBJECT 2S OBJECT	Tarma	q	adelaar1977	q	q		
1946	ʃ a + j k i	210 24	1S SUBJECT 2S OBJECT FUTURE	Tarma	shayki	adelaar1977	ʃ a + j k i	shayki		
1947	k aː/a + ø/a	234 236	1S VERBAL	Tarma	kaː	adelaar1977	k aː/a + ø/a	kaː		
1948	ʃ a q -	280	1S VERBAL FUTURE	Tarma	shaq	adelaar1977	ʃ a q	shaq		
1949	ʃ u - - -	337	2S OBJECT	Tarma	shu	adelaar1977	ʃ u	shu		
1950	j k i	348	2S POSSESSOR	Tarma	yki	adelaar1977	j k i	yki		
1951	m a + i k i	4 370	2S SUBJECT 1S OBJECT	Tarma	mayki	adelaar1977	m a + i k i	mayki		
1952	n k i	370	2S VERBAL	Tarma	nki	adelaar1977	n k i	nki		
1953	n q a	446	3S FUTURE	Tarma	nqa	adelaar1977	n q a	nqa		
1954	n	466	3S POSSESSOR	Tarma	n	adelaar1977	n	n		
1955	n	546	3S VERBAL	Tarma	n	adelaar1977	n	n		
1956	p i - t a	5	ABLATIVE	Tarma	pita	adelaar1977	p i t a	pita		
1957	t a	614	ACCUSATIVE	Tarma	ta	adelaar1977	t a	ta		
1958	p i s	639	ADDITIVE	Tarma	pis	adelaar1977	p i s	pis		
1959	b a s l a	672	ADJECTIVAL	Tarma	basla	adelaar1977	b a s l a	basla	no indication of meaning	
1960	q	674	AGENTIVE	Tarma	q	adelaar1977	q	q		
1961	j u p ai	704	ASSIMILATIVE	Tarma	yupay	adelaar1977	j u p ai	yupay		
1962	p a q	720	BENEFACTIVE	Tarma	paq	adelaar1977	p a q	paq		
1963	n u j	750	BROAD EQUATIONAL	Tarma	nuy	adelaar1977	n u j	nuy		
1964	t a q	754	INTERROGATION	Tarma	taq	adelaar1977	t a q	taq		
1965	tʃ i	766	CAUSATIVE	Tarma	chi	adelaar1977	tʃ i	chi		
1966	m u	800	CISLOCATIVE	Tarma	mu	adelaar1977	m u	mu		
1967	k u	849	COMPLETIVE	Tarma	ku	adelaar1977	k u	ku	used in combination with directional verbs (special use of middle voice?)	
1968	m a n	853	CONDITIONAL	Tarma	man	adelaar1977	m a n	man		
1969	ɾ a q	877	CONTINUATIVE	Tarma	raq	adelaar1977	ɾ a q	raq		
1970	m a n	911	DATIVE/ILATIVE	Tarma	man	adelaar1977	m a n	man	named “allative”	
1971	n a - -	939	DESIDERATIVE	Tarma	na	adelaar1977	n a	na		
1972	j - - u	1007	DIRECTIONAL INSIDE	Tarma	yu	adelaar1977	j u	yu		
1973	ɾ p u	1000	DIRECTIONAL DOWN	Tarma	rpu	adelaar1977	ɾ p u	rpu		
1974	ɾ k u	993	DIRECTIONAL UP	Tarma	rku	adelaar1977	ɾ k u	rku		
1975	tʃ a	21	DISTRIBUTIVE	Tarma	cha	adelaar1977	tʃ a	cha		
1976	j - a	16	PROGRESSIVE	Tarma	ya	adelaar1977	j a	ya		
1977	- ɾ i	1095	EMPHATIC	Tarma	ri	adelaar1977	ɾ i	ri		
1978	tʃ i k a n	1129	EQUAL SIZE	Tarma	chikan	adelaar1977	tʃ i k a n	chikan	two nouns equal in size, sometimes chigasaq as well	
1979	tʃ i	18	EVIDENTIAL CONJECTURAL	Tarma	chi	adelaar1977	tʃ i	chi		
1980	m i	1157	EVIDENTIAL DIRECT	Tarma	mi	adelaar1977	m i	mi		
1981	s i	1198	EVIDENTIAL REPORTATIVE	Tarma	si	adelaar1977	s i	si		
1982	tʃ aː ɾ i	1270	EXPERIMENTAL ACTION	Tarma	chaːri	adelaar1977	tʃ aː ɾ i	chaːri		
1983	tʃ a	1272	FACTIVE	Tarma	cha	adelaar1977	tʃ a	cha		
1984	p a -	1315	GENITIVE	Tarma	pa	adelaar1977	p a	pa		
1985	i k a tʃ a	1295	FREQUENTIVE	Tarma	ykacha	adelaar1977	i k a tʃ a	ykacha		
1986	i	30	IMPERATIVE	Tarma	y	adelaar1977	i	y		
1987	- ɾ i	1397	INCEPTIVE	Tarma	ri	adelaar1977	ɾ i	ri		
1988	j a	1419	INCHOATIVE	Tarma	ya	adelaar1977	j a	ya		
1989	b u ɾ a	1444	INCLUSIVE	Tarma	bura	adelaar1977	b u ɾ a	bura	*pura	esp
1990	i	30	INFINITIVE	Tarma	y	adelaar1977	i	y		
1991	tʃ u n	1486	INJUNCTIVE	Tarma	chun	adelaar1977	tʃ u n	chun		
1992	w a n	1507	INSTRUMENTAL-COMITATIVE	Tarma	wan	adelaar1977	w a n	wan		
1993	t j a	1549	INTERRUPTED ACTION	Tarma	tya	adelaar1977	t j a	tya	cognative with simulative tija?	
1996	p aː k u	1561	JOINT ACTION	Tarma	paːku	adelaar1977	p aː k u	paku,paːku		
1997	k a m a -	1578	LIMITATIVE	Tarma	kama	adelaar1977	k a m a	kama		
1998	tʃ u	1604	LOCATIVE	Tarma	chu	adelaar1977	tʃ u	chu		
1999	n j a	1635	LOOK-LIKE	Tarma	nya	adelaar1977	n j a	nya	look like a donkey	
2000	k u	1637	MIDDLE VOICE	Tarma	ku	adelaar1977	k u	ku		
2001	s a p a	1656	MULTIPLE POSSESSIVE	Tarma	sapa	adelaar1977	s a p a	sapa		
2002	tʃ u	1682	NEGATION	Tarma	chu	adelaar1977	tʃ u	chu		
2003	n q a	1706	NOMINALIZER NQA	Tarma	nqa	adelaar1977	n q a	nqa		
2004	n a	1711	NOMINALIZER NA	Tarma	na	adelaar1977	n a	na		
2005	m a j i	1746	PARTNERSHIP	Tarma	mayi	adelaar1977	m a j i	mayi		
2006	k a	1758	PASSIVE ACCIDENTAL	Tarma	ka	adelaar1977	k a	ka		
2007	ɾ - a	1770	PAST TENSE	Tarma	ra	adelaar1977	ɾ a	ra		
2008	ɾ a l	1796	PECUNIAL	Tarma	ral	adelaar1977	ɾ a l	ral	spanish “real”?	
2009	ɾ - u	1770	PAST TENSE	Tarma	ru	adelaar1977	ɾ u	ru		
2010	ʃ - a	1800	PERFECTIVIZER	Tarma	sha	adelaar1977	ʃ a	sha		
2011	k u n a	1855	PLURAL	Tarma	kuna	adelaar1977	k u n a	kuna		
2012	j u q ( - - )	1887	POSSESSIVE	Tarma	yuq	adelaar1977	j u q	yuq		
2013	n a k u	1976	RECIPROCAL	Tarma	naku	adelaar1977	n a k u	naku		
2014	l a	2039	RESTRICTIVE	Tarma	la	adelaar1977	l a	la		
2015	t a q	2063	SEQUENTIAL	Tarma	taq	adelaar1977	t a q	taq		
2016	ɾ k u	2077	SEQUENTIAL2	Tarma	rku	adelaar1977	ɾ k u	rku	close temporal relationship, also “social act”	
2017	g a ʃ a	2079	SIBLING	Tarma	gasha	adelaar1977	g a ʃ a	gasha, chikaq	siblings of the same sex	
2018	tʃ i k a q	2080	SIBLING	Tarma	chikaq	adelaar1977	tʃ i k a q	gasha, chikaq	siblings of the same sex	
2019	t u k u	2082	SIMULATIVE	Tarma	tuku	adelaar1977	t u k u	tuku		
2020	ʃ t i n	2097	SUBORDINATOR ADVERBIAL	Tarma	shtin	adelaar1977	ʃ t i n	shtin		
2021	ɾ	2114	SUBORDINATOR IDSUB	Tarma	r	adelaar1977	ɾ	r		
2022	p t i	2144	SUBORDINATOR DIFFSUB	Tarma	pti	adelaar1977	p t i	pti		
2023	q a	2178	TOPIC	Tarma	qa	adelaar1977	q a	qa		
2024	p ai	2199	TOPOGRAPHIC	Tarma	pay	adelaar1977	p ai	pay		
2025	p a	2201	VERBAL BENEFACTIVE	Tarma	pa	adelaar1977	p a	pa, pu		
2026	p u	2201	VERBAL BENEFACTIVE	Tarma	pu	adelaar1977	p u	pa, pu		
2027	ɾ a	11	UNINTERRUPTED ACTION	Tarma	ra	adelaar1977	ɾ a	ra		
2028	ɾ k - a	2265	VERBAL PLURAL	Tarma	rka	adelaar1977	ɾ k a	rka	before durative aspect, of after -ku	
2029	n a	2270	VERBALIZER	Tarma	na	adelaar1977	n a	na		
2035	t a q	754	INTERROGATION	Apuri	taq	shimelman2017	t a q			
2036	w a	3	1 OBJECT	Ayacucho	wa	parker1969	w a			
2037	s u - - -	337	2S OBJECT	Ayacucho	su	parker1969	s u			
2038	t a q	754	INTERROGATION	Ayacucho	taq	parker1969	t a q			
2039	tʃ ai	1036	DISTAL DEMONSTRATIVE	Ayacucho	chay	parker1969	tʃ ai			
2040	p a j a	7	REPETITIVE	Ayacucho	paya	parker1969	p a j a			
2041	tʃ u -	1486	INJUNCTIVE	Ayacucho	chu	parker1969	tʃ u			
2042	k ai	1927	PROXIMAL DEMONSTRATIVE	Ayacucho	kay	parker1969	k ai			
2043	tʃ ai	1036	DISTAL DEMONSTRATIVE	Azuay	chay	cordero1955	tʃ ai			
2044	k ai	1927	PROXIMAL DEMONSTRATIVE	Azuay	kay	cordero1955	k ai			
2045	t a q	754	INTERROGATION	Cacra-Hongos	taq	shimelman2017	t a q			
2046	n k i + m a n	326 40	2S CONDITIONAL	Cajamarca	nki-man	quesada2006	n k i + m a n			
2047	ʃ u - - -	337	2S OBJECT	Cajamarca	shu	quesada2006	ʃ u			
2048	w a + n k i	3 370	2S SUBJECT 1S OBJECT	Cajamarca	wa-nki	quesada2006	w a + n k i			
2049	w a + ʎ a p a	3 41	3S SUBJECT 1PL OBJECT	Cajamarca	wallapa	quesada2006	w a + ʎ a p a			
2050	w a + n	3 546	3S SUBJECT 1S OBJECT	Cajamarca	wan	quesada2006	w a + n			
2051	ʃ u - - - + n k i	337 528	3S SUBJECT 2S OBJECT	Cajamarca	shunki	quesada2006	ʃ u + n k i			
2052	tʃ - - + w a n	111 3	1PL VERBAL CONDITIONAL	Ferrenafe	chwan	taylor1982	tʃ + w a n			
2053	s - a	1800	PERFECTIVIZER	Ferrenafe	sa	taylor1982	s a			
2054	k a	29	AUTOTRANSFORMATIVE	Ferrenafe	ka	taylor1982	k a			
2055	m a n	853	CONDITIONAL	Ferrenafe	man	taylor1982	m a n			
2057	n a - -	939	DESIDERATIVE	Ferrenafe	na	taylor1982	n a			
2062	s q a	1800	PERFECT	Laraos	sqa	taylor1990	s q a			
2063	s q a	1800	PERFECTIVIZER	Laraos	sqa	taylor1990	s q a			
2064	n a k u	1976	RECIPROCAL	Laraos	naku	taylor1990	n a k u			
2065	m u	800	CISLOCATIVE	Laraos	mu	taylor1990	m u			
2066	r q u	1014	DIRECTIONAL OUTSIDE	Laraos	rqu	taylor1990	r q u			
2067	h i n a	824	COMPARATIVE	Laraos	hina	taylor1990	h i n a			
2068	j u q ( - - )	1887	POSSESSIVE	Laraos	yuq	taylor1990	j u q			
2069	m a n	853	CONDITIONAL	Laraos	man	taylor1990	m a n			
2071	k u	1637	MIDDLE VOICE	Laraos	ku	taylor1990	k u			
2072	n q a	446	3S FUTURE	Laraos	nqa	taylor1990	n q a			
2073	p u	2201	VERBAL BENEFACTIVE	Laraos	pu	taylor1990	p u			
2076	w a + n	3 546	3S SUBJECT 1S OBJECT	Laraos	wan	taylor1990	w a + n			
2077	p a	2008	REPETITIVE	Laraos	pa	taylor1990	p a			
2079	- ( - ) - aː ( - )	20	INTENSIFIER	Pacaraos	aa	adelaar1987	aː		enclítico enfático	
2080	p a -	1315	GENITIVE	Pacaraos	pa	adelaar1987	p a			
2081	p a	639	ADDITIVE	Pacaraos	pa	adelaar1987	p a			
2082	ʃ i	1198	EVIDENTIAL REPORTATIVE	Pacaraos	shi	adelaar1987	ʃ i			
2083	m i	1157	EVIDENTIAL DIRECT	Pacaraos	mi	adelaar1987	m i			
2084	tʂ i	18	EVIDENTIAL CONJECTURAL	Pacaraos	tri	adelaar1987	tʂ i			
2085	n a k u	1976	RECIPROCAL	Pacaraos	naku	adelaar1987	n a k u			
2086	i	30	INFINITIVE	Pacaraos	y	adelaar1987	i			
2087	n s i -	58	1PL VERBAL	Pacaraos	nsi	adelaar1987	n s i			
2088	s u	1682	NEGATION	Pacaraos	su	adelaar1987	s u			
2089	q a	2178	TOPIC	Pacaraos	qa	adelaar1987	q a			
2090	s a p a	1656	MULTIPLE POSSESSIVE	Pacaraos	sapa	adelaar1987	s a p a			
2091	n t i -	1443	INCLUSIVE	Pacaraos	nti	adelaar1987	n t i			
2092	- - - tʂ aː	1295	FREQUENTIVE	Pacaraos	traa	adelaar1987	tʂ aː			
2094	n i	13	SUBORDINATOR	Pacaraos	ni	adelaar1987	n i			
2096	t u k u	2082	SIMULATIVE	Pacaraos	tuku	adelaar1987	t u k u			
2098	k ai	1927	PROXIMAL DEMONSTRATIVE	Pacaraos	kay	adelaar1987	k ai			
2099	tʂ a q ai	12	DISTAL REMOVED DEMONSTRATIVE	Pacaraos	traqay	adelaar1987	tʂ a q ai			
2100	ʃ	708	ATTRIBUTIVE	Cajamarca	sh	quesada2006	ʃ			
2101	i t u -	14	DIMINUTIVE	Cajamarca	itu	quesada2006	i t u			esp
2102	tʃ ai	1036	DISTAL DEMONSTRATIVE	Cajamarca	chay	quesada2006	tʃ ai			
2104	tʃ u -	1486	INJUNCTIVE	Cajamarca	chu	quesada2006	tʃ u			
2105	k a	1758	PASSIVE ACCIDENTAL	Cajamarca	ka	quesada2006	k a			
2106	k ai	1927	PROXIMAL DEMONSTRATIVE	Cajamarca	kay	quesada2006	k ai			
2107	p a	2008	REPETITIVE	Cajamarca	pa	quesada2006	p a			
2108	r a	11	UNINTERRUPTED ACTION	Cajamarca	ra	quesada2006	r a			
2109	n tʃ i -	58	1PL VERBAL	Chachapoyas	nchi	taylor1979	n tʃ i			
2110	n tʃ i - + m a n	58 4	1PL VERBAL CONDITIONAL	Chachapoyas	nchi-man	taylor1979	n tʃ i + m a n			
2111	ʃ k a + j k i	210 24	1S SUBJECT 2S OBJECT FUTURE	Chachapoyas	shka-yki	taylor1979	ʃ k a + j k i			
2112	n k i + m a n	326 40	2S CONDITIONAL	Chachapoyas	nki-man	taylor1979	n k i + m a n			
2113	ʃ u - - -	337	2S OBJECT	Chachapoyas	shu	taylor1979	ʃ u			
2114	w a + n k i	3 370	2S SUBJECT 1S OBJECT	Chachapoyas	wa-nki	taylor1979	w a + n k i			
2115	n k a	446	3S FUTURE	Chachapoyas	nka	taylor1979	n k a			
2116	w a + n tʃ i	3 486	3S SUBJECT 1PL OBJECT	Chachapoyas	wa-nchi	taylor1979	w a + n tʃ i			
2117	w a + n	3 546	3S SUBJECT 1S OBJECT	Chachapoyas	wa-n	taylor1979	w a + n			
2118	n	546	3S VERBAL	Chachapoyas	n	taylor1979	n			
2119	p i ʃ	639	ADDITIVE	Chachapoyas	pish	taylor1979	p i ʃ			
2120	ʃ i n a	824	COMPARATIVE	Chachapoyas	shina	taylor1979	ʃ i n a			
2121	ɲ a	1019	DISCONTINUATIVE	Chachapoyas	ña	taylor1979	ɲ a			
2122	- ( - ) - aː ( - )	20	INTENSIFIER	Huanca	aa	cerron1976	aː		"doesn't allow for an answer"	
2123	tʃ ai	1036	DISTAL DEMONSTRATIVE	Huanca	chay	cerron1976	tʃ ai			
